data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
2023-07-13,quinta-feira,09:45:00,ES,262,"27,1",VIANA,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Declive;Curva,Não,2,0,1,0,1,0,1,2,"-20,38574493","-40,55345535",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-07-13,quinta-feira,14:44:00,ES,101,"4,9",ICONHA,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Viaduto,Sim,2,0,1,0,0,1,1,2,"-20,80192814","-40,82798487",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2023-07-14,sexta-feira,09:55:00,ES,101,152,LINHARES,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,0,0,0,2,1,0,3,"-19,41899326","-40,07056389",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-07-17,segunda-feira,08:15:00,ES,101,"350,9",ANCHIETA,Carga excessiva e/ou mal acondicionada,Derramamento de carga,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,2,0,0,0,1,1,0,2,"-20,65985684","-40,64894709",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2023-07-17,segunda-feira,11:15:00,ES,101,293,CARIACICA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-20,31526144","-40,39567044",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-07-17,segunda-feira,17:30:00,ES,101,"383,8",RIO NOVO DO SUL,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,3,0,1,1,0,2,2,4,"-20,82532924","-40,85473381",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2023-07-18,terça-feira,06:10:00,ES,101,173,ARACRUZ,Ultrapassagem Indevida,Colisão lateral sentido oposto,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Simples,Reta,Não,4,0,0,1,3,0,1,2,"-19,57221883","-40,18397327",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-07-18,terça-feira,12:54:00,ES,101,"367,6",ANCHIETA,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,4,1,0,1,1,2,1,4,"-20,74480799","-40,7602114",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2023-07-18,terça-feira,15:40:00,ES,101,372,ICONHA,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,0,1,0,2,0,1,3,"-20,77215419","-40,77695658",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2023-07-18,terça-feira,19:00:00,ES,101,191,ARACRUZ,Avarias e/ou desgaste excessivo no pneu,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Declive;Reta,Não,3,0,1,0,2,0,1,2,"-19,68908911","-40,28696073",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-07-19,quarta-feira,00:20:00,ES,101,"250,8",SERRA,Avarias e/ou desgaste excessivo no pneu,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Declive;Reta,Não,3,0,1,0,1,1,1,3,"-20,08138878","-40,34937691",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-07-19,quarta-feira,10:00:00,ES,101,"271,2",SERRA,Condutor deixou de manter distância do veículo da frente,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Crescente,Nublado,Dupla,Reta,Sim,3,0,0,0,2,1,0,3,"-20,2304997","-40,28060675",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-07-19,quarta-feira,16:50:00,ES,101,"219,8",IBIRACU,Ausência de reação do condutor,Queda de ocupante de veículo,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Múltipla,Curva;Aclive,Sim,3,1,0,0,1,2,0,4,"-19,86460092","-40,38336629",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-07-20,quinta-feira,09:51:00,ES,101,"294,1",CARIACICA,Transitar no Acostamento,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Crescente,Chuva,Dupla,Reta,Sim,3,0,0,0,2,3,0,5,"-20,32415948","-40,3952903",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-07-20,quinta-feira,20:00:00,ES,101,128,LINHARES,Acessar a via sem observar a presença dos outros veículos,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,3,0,1,0,2,0,1,2,"-19,21191395","-40,09457556",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-07-21,sexta-feira,10:40:00,ES,101,"270,1",SERRA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Sim,4,0,1,0,2,1,1,3,"-20,22662056","-40,27075088",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-06-16,sexta-feira,01:50:00,ES,101,"402,9",ITAPEMIRIM,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Plena Noite,Crescente,Nublado,Simples,Declive;Curva,Não,13,1,8,3,0,1,11,3,"-20,88914562","-40,99003988",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2023-07-21,sexta-feira,19:00:00,ES,101,212,IBIRACU,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta,Sim,5,0,1,0,3,1,1,4,"-19,81537521","-40,36655964",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-07-22,sábado,06:12:00,ES,101,225,FUNDAO,Ultrapassagem Indevida,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Garoa/Chuvisco,Simples,Reta,Não,3,0,2,0,1,0,2,2,"-19,89290688","-40,41230369",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-07-25,terça-feira,07:15:00,ES,101,"269,8",SERRA,Trafegar com motocicleta (ou similar) entre as faixas,Colisão lateral mesmo sentido,Com Vítimas Fatais,Pleno dia,Crescente,Chuva,Múltipla,Reta,Sim,3,1,0,0,2,0,0,3,"-20,21740496","-40,26990578",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-07-25,terça-feira,15:15:00,ES,262,64,MARECHAL FLORIANO,Demais falhas mecânicas ou elétricas,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Curva,Não,2,0,1,0,0,1,1,2,"-20,41797008","-40,81618087",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2023-07-26,quarta-feira,04:00:00,ES,101,248,SERRA,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Curva,Não,2,0,1,0,0,1,1,2,"-20,08090311","-40,35039067",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-03-18,sábado,09:17:00,ES,101,"70,2",SAO MATEUS,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,2,0,0,1,1,0,1,2,"-18,74453703","-39,86164665",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2023-07-26,quarta-feira,15:00:00,ES,101,142,LINHARES,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Interseção de Vias;Reta,Sim,2,0,1,0,1,0,1,2,"-19,33458987","-40,06755477",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-07-27,quinta-feira,09:00:00,ES,101,296,CARIACICA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-20,34029997","-40,40405712",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-07-27,quinta-feira,09:00:00,ES,101,75,SAO MATEUS,Ultrapassagem Indevida,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Aclive;Reta,Não,6,0,0,1,2,3,1,6,"-18,78487912","-39,87911084",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2023-07-27,quinta-feira,13:30:00,ES,101,297,VIANA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,2,0,1,0,2,2,"-20,34529844","-40,41026774",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-07-29,sábado,06:45:00,ES,101,"266,6",SERRA,Velocidade Incompatível,Tombamento,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Retorno Regulamentado,Sim,1,0,0,0,0,1,0,1,"-20,190199","-40,26828891",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-08-02,quarta-feira,12:00:00,ES,101,149,LINHARES,Entrada inopinada do pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,0,1,1,0,1,2,"-19,39619083","-40,06435871",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-08-02,quarta-feira,15:00:00,ES,101,"318,9",VILA VELHA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Aclive,Não,5,0,0,0,5,0,0,2,"-20,49468895","-40,47662771",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-07-14,sexta-feira,11:35:00,ES,101,"381,9",RIO NOVO DO SUL,Ausência de reação do condutor,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Crescente,Nublado,Simples,Reta,Não,4,0,0,0,3,1,0,3,"-20,81426791","-40,84094115",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2023-08-03,quinta-feira,20:30:00,ES,101,231,FUNDAO,Pedestre cruzava a pista fora da faixa,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,3,0,0,1,1,1,1,3,"-19,94425773","-40,40662323",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-08-03,quinta-feira,20:50:00,ES,262,"40,8",DOMINGOS MARTINS,Reação tardia ou ineficiente do condutor,Colisão com objeto,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Dupla,Aclive;Reta,Não,2,1,0,0,1,0,0,2,"-20,38395807","-40,63664401",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-08-04,sexta-feira,07:30:00,ES,101,"304,4",VIANA,Reação tardia ou ineficiente do condutor,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Sol,Dupla,Reta,Sim,2,0,0,0,2,0,0,2,"-20,3800645","-40,45431391",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-08-04,sexta-feira,06:40:00,ES,262,165,IBATIBA,Desrespeitar a preferência no cruzamento,Colisão transversal,Com Vítimas Fatais,Amanhecer,Crescente,Céu Claro,Simples,Interseção de Vias;Aclive;Curva,Não,2,1,0,0,1,0,0,2,"-20,24911466","-41,55151398",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2023-08-04,sexta-feira,11:42:00,ES,101,259,SERRA,Demais falhas mecânicas ou elétricas,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,4,0,1,0,2,3,1,6,"-20,138397","-40,292213",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-08-04,sexta-feira,15:50:00,ES,262,158,IBATIBA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,2,0,0,1,0,1,1,2,"-20,23111383","-41,49626094",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2023-08-06,domingo,00:30:00,ES,101,"30,6",CONCEICAO DA BARRA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Aclive;Reta,Não,3,0,0,1,1,3,1,5,"-18,40842097","-39,93732567",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2023-08-07,segunda-feira,12:50:00,ES,101,214,IBIRACU,Problema com o freio,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-19,82999127","-40,37211181",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-06-24,sábado,15:50:00,ES,101,"457,9",MIMOSO DO SUL,Velocidade Incompatível,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,4,0,1,1,1,1,2,4,"-21,19404508","-41,29778404",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2023-08-07,segunda-feira,18:03:00,ES,101,145,LINHARES,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta,Sim,4,0,0,1,1,2,1,4,"-19,36089598","-40,06464018",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-07-22,sábado,09:16:00,ES,101,298,VIANA,Reação tardia ou ineficiente do condutor,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta,Sim,3,0,0,1,1,1,1,3,"-20,35702126","-40,41883495",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-06-04,domingo,09:15:00,ES,101,8,PEDRO CANARIO,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,2,0,0,1,0,1,1,2,"-18,23027961","-39,95278417",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2023-08-09,quarta-feira,11:40:00,ES,101,"421,4",ITAPEMIRIM,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Garoa/Chuvisco,Simples,Interseção de Vias,Não,3,0,0,1,2,0,1,2,"-20,97396984","-41,11067322",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2023-08-09,quarta-feira,15:20:00,ES,101,139,LINHARES,Conversão proibida,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta;Interseção de Vias,Sim,4,0,1,0,2,1,1,3,"-19,3101728","-40,0799666",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-08-10,quinta-feira,15:00:00,ES,101,"372,8",ICONHA,Transitar no Acostamento,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Reta,Não,2,0,0,1,1,0,1,2,"-20,77215419","-40,77695658",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2023-08-11,sexta-feira,06:30:00,ES,101,"360,1",ANCHIETA,Velocidade Incompatível,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,4,0,1,0,2,1,1,3,"-20,7043621","-40,71735486",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2023-07-12,quarta-feira,09:58:00,ES,101,390,RIO NOVO DO SUL,Acesso irregular,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,4,0,1,1,1,1,2,4,"-20,86540549","-40,8878163",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2023-08-11,sexta-feira,15:00:00,ES,262,102,VENDA NOVA DO IMIGRANTE,Velocidade Incompatível,Colisão frontal,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Curva;Declive,Não,2,0,0,0,1,1,0,2,"-20,34280199","-41,11627383",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2023-08-11,sexta-feira,17:00:00,ES,101,"297,8",VIANA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,0,1,2,0,1,2,"-20,34529844","-40,41026774",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-08-12,sábado,09:29:00,ES,101,447,MIMOSO DO SUL,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Curva;Aclive,Não,3,0,1,0,2,0,1,2,"-21,12405791","-41,27538314",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2023-08-13,domingo,14:37:00,ES,262,"63,9",MARECHAL FLORIANO,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,3,0,1,0,1,1,1,2,"-20,42077468","-40,80814348",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2023-07-07,sexta-feira,09:00:00,ES,101,146,LINHARES,Manobra de mudança de faixa,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,0,1,2,0,1,3,"-19,36990998","-40,06560718",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-07-27,quinta-feira,02:45:00,ES,101,"283,6",CARIACICA,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,3,1,0,0,1,2,0,4,"-20,23438373","-40,3693577",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-08-12,sábado,03:00:00,ES,101,307,VIANA,Declive acentuado,Eventos atípicos,Sem Vítimas,Plena Noite,Decrescente,Nublado,Dupla,Aclive,Não,3,0,0,0,2,1,0,2,"-20,39978524","-40,45604748",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-08-16,quarta-feira,11:07:00,ES,101,"239,8",FUNDAO,Ausência de reação do condutor,Colisão com objeto,Com Vítimas Fatais,Pleno dia,Crescente,Nublado,Simples,Ponte,Não,1,1,0,0,0,0,0,1,"-20,00782494","-40,40790907",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-08-17,quinta-feira,03:40:00,ES,259,87,BAIXO GUANDU,Neblina,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Nevoeiro/Neblina,Simples,Reta,Não,2,0,1,0,0,1,1,2,"-19,51794277","-40,89319018",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-08-17,quinta-feira,17:50:00,ES,259,53,COLATINA,Ausência de reação do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-19,49989886","-40,62939795",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-08-18,sexta-feira,03:10:00,ES,101,"373,8",ICONHA,Acessar a via sem observar a presença dos outros veículos,Colisão traseira,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,2,1,0,0,1,0,0,2,"-20,78503482","-40,78209758",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2023-05-07,domingo,00:30:00,ES,101,"341,6",GUARAPARI,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Aclive;Reta,Não,5,0,0,1,3,2,1,5,"-20,65278033","-40,57410974",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2023-08-18,sexta-feira,19:30:00,ES,393,"0,5",CACHOEIRO DE ITAPEMIRIM,Pedestre andava na pista,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,1,0,1,1,2,"-20,83917428","-41,16202008",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2023-08-18,sexta-feira,21:05:00,ES,262,"37,7",DOMINGOS MARTINS,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Interseção de Vias,Sim,3,0,1,1,1,0,2,2,"-20,38127779","-40,61151172",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-08-07,segunda-feira,07:30:00,ES,101,184,ARACRUZ,Carga excessiva e/ou mal acondicionada,Derramamento de carga,Sem Vítimas,Pleno dia,Crescente,Sol,Simples,Reta;Declive,Não,4,0,0,0,3,2,0,5,"-19,65524008","-40,23355674",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-08-20,domingo,03:53:00,ES,101,"288,9",CARIACICA,Ingestão de álcool pelo condutor,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta;Retorno Regulamentado,Não,7,0,5,0,1,2,5,4,"-20,27160351","-40,39091743",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-08-21,segunda-feira,00:20:00,ES,101,435,MIMOSO DO SUL,Demais falhas mecânicas ou elétricas,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Nevoeiro/Neblina,Simples,Curva,Não,1,0,1,0,0,0,1,1,"-21,05500952","-41,19609059",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2023-08-21,segunda-feira,16:25:00,ES,101,232,FUNDAO,Mal súbito do condutor,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Não,3,0,1,0,1,1,1,3,"-19,95224103","-40,40879816",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-08-22,terça-feira,12:50:00,ES,259,38,COLATINA,Velocidade Incompatível,Colisão frontal,Com Vítimas Fatais,Pleno dia,Decrescente,Sol,Simples,Aclive;Reta,Não,5,2,1,1,0,1,2,3,"-19,55880276","-40,52027201",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-08-23,quarta-feira,08:30:00,ES,101,"288,5",CARIACICA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,4,0,0,0,3,1,0,3,"-20,27160351","-40,39091743",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-08-24,quinta-feira,05:15:00,ES,101,366,ANCHIETA,Velocidade Incompatível,Colisão com objeto,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Simples,Curva,Não,2,0,0,1,0,1,1,2,"-20,73590976","-40,7597842",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2023-08-24,quinta-feira,15:20:00,ES,101,184,ARACRUZ,Declive acentuado,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva;Declive,Não,2,0,0,1,0,1,1,2,"-19,65524008","-40,23355674",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-08-24,quinta-feira,16:34:00,ES,101,"4,9",ICONHA,Manobra de mudança de faixa,Colisão traseira,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Reta,Não,4,0,1,0,2,1,1,4,"-20,79354","-40,811462",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2023-08-24,quinta-feira,17:10:00,ES,101,"288,8",CARIACICA,Demais falhas mecânicas ou elétricas,Tombamento,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Dupla,Reta,Não,2,0,1,0,0,1,1,2,"-20,27160351","-40,39091743",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-07-28,sexta-feira,23:18:00,ES,101,"370,2",ANCHIETA,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Interseção de Vias;Reta,Sim,3,0,0,1,0,2,1,3,"-20,77084088","-40,76348305",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2023-08-25,sexta-feira,18:10:00,ES,101,278,SERRA,Desrespeitar a preferência no cruzamento,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Retorno Regulamentado,Não,2,0,0,1,1,0,1,2,"-20,21307738","-40,32125972",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-08-25,sexta-feira,21:40:00,ES,262,"27,4",VIANA,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Curva;Declive,Não,2,0,0,1,0,1,1,2,"-20,38590584","-40,55354118",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-08-26,sábado,10:19:00,ES,262,"25,6",VIANA,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Nublado,Simples,Reta,Não,4,1,0,2,1,0,2,2,"-20,37910854","-40,53514614",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2023-08-26,sábado,12:46:00,ES,101,"140,8",LINHARES,Mal súbito do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,3,0,2,0,0,3,2,4,"-19,31817306","-40,07552313",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-08-27,domingo,17:25:00,ES,101,148,LINHARES,Condutor desrespeitou a iluminação vermelha do semáforo,Colisão transversal,Com Vítimas Feridas,Anoitecer,Decrescente,Chuva,Múltipla,Interseção de Vias;Reta,Sim,4,0,1,0,3,0,1,2,"-19,38787399","-40,06752766",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-08-28,segunda-feira,07:00:00,ES,101,435,ATILIO VIVACQUA,Chuva,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Curva,Não,1,0,1,0,0,0,1,1,"-21,05500952","-41,19609059",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2023-08-28,segunda-feira,12:47:00,ES,101,183,ARACRUZ,Condutor Dormindo,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Curva,Não,3,0,2,0,1,0,2,2,"-19,64708421","-40,23286555",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2023-08-28,segunda-feira,16:20:00,ES,101,"217,4",IBIRACU,Velocidade Incompatível,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,3,0,1,0,1,1,1,3,"-19,847186","-40,384266",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2023-08-28,segunda-feira,19:45:00,ES,262,98,VENDA NOVA DO IMIGRANTE,Chuva,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Curva;Aclive,Não,3,0,0,1,1,1,1,3,"-20,35623595","-41,08499497",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2023-08-26,sábado,19:40:00,ES,101,26,CONCEICAO DA BARRA,Ingestão de álcool pelo condutor,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Reta,Sim,3,0,0,1,1,2,1,4,"-18,37551795","-39,94781087",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2023-08-31,quinta-feira,20:38:00,ES,101,409,ITAPEMIRIM,Acessar a via sem observar a presença dos outros veículos,Colisão frontal,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,5,2,0,1,1,1,1,3,"-20,89643008","-41,04527197",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
