data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
2025-04-01,terça-feira,14:44:00,ES,101,"288,4",CARIACICA,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Reta,Sim,2,0,2,0,0,0,2,1,"-20,274991","-40,392349",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2025-04-01,terça-feira,18:36:00,ES,101,"292,5",CARIACICA,Desrespeitar a preferência no cruzamento,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Reta;Retorno Regulamentado,Sim,2,0,1,0,1,0,1,2,"-20,30610061","-40,39505151",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2025-04-01,terça-feira,21:48:00,ES,262,"87,9",DOMINGOS MARTINS,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,4,1,2,1,0,0,3,2,"-20,391672","-41,009276",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2025-04-02,quarta-feira,06:25:00,ES,101,"141,9",LINHARES,Reação tardia ou ineficiente do condutor,Atropelamento de Animal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,1,0,1,0,0,0,1,1,"-19,33477085","-40,06725485",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2025-04-02,quarta-feira,10:50:00,ES,101,270,SERRA,Acumulo de areia ou detritos sobre o pavimento,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Sim,1,0,1,0,0,0,1,1,"-20,0488586","-40,386697",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-02,quarta-feira,12:50:00,ES,101,254,SERRA,Ausência de reação do condutor,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,1,0,1,0,0,0,1,1,"-20,112009","-40,325225",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-02,quarta-feira,15:20:00,ES,101,"266,5",SERRA,Ausência de reação do condutor,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Múltipla,Reta,Sim,2,0,0,1,1,0,1,2,"-20,195745","-40,268515",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-02,quarta-feira,12:00:00,ES,262,"159,2",IBATIBA,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,1,0,1,2,"-20,2347554","-41,5071772",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2025-04-02,quarta-feira,17:20:00,ES,101,"63,8",SAO MATEUS,Transitar no Acostamento,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Declive,Não,2,0,1,0,1,0,1,2,"-18,69499277","-39,86432076",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2025-04-02,quarta-feira,18:25:00,ES,101,"295,1",CARIACICA,Entrada inopinada do pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,0,1,1,0,1,2,"-20,3334435","-40,4010046",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2025-04-02,quarta-feira,19:20:00,ES,101,"266,6",SERRA,Pedestre andava na pista,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Múltipla,Reta,Sim,1,0,1,0,0,0,1,1,"-20,048857","-40,3867007",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-02,quarta-feira,22:10:00,ES,101,"267,9",SERRA,Acessar a via sem observar a presença dos outros veículos,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Múltipla,Reta,Sim,3,0,2,0,1,0,2,2,"-20,20706","-40,269677",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-02,quarta-feira,21:30:00,ES,101,"385,8",RIO NOVO DO SUL,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Curva,Não,1,0,1,0,0,0,1,1,"-20,84093767","-40,87172706",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2025-04-03,quinta-feira,05:00:00,ES,101,"140,1",LINHARES,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Múltipla,Reta,Sim,2,0,1,0,0,1,1,2,"-19,31773102","-40,07555485",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2025-04-03,quinta-feira,11:49:00,ES,101,"148,8",LINHARES,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Não,2,0,1,0,1,0,1,2,"-19,39885714","-40,06305957",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2025-04-03,quinta-feira,12:20:00,ES,262,112,VENDA NOVA DO IMIGRANTE,Conversão proibida,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-20,335994","-41,203531",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2025-04-03,quinta-feira,12:00:00,ES,101,72,SAO MATEUS,Ausência de reação do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,1,0,1,0,0,0,1,1,"-18,764004","-39,86383",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2025-04-03,quinta-feira,15:00:00,ES,101,"267,9",SERRA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-20,2063692","-40,26911728",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-03,quinta-feira,18:30:00,ES,101,"170,8",LINHARES,Reação tardia ou ineficiente do condutor,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Retorno Regulamentado,Sim,1,0,1,0,0,0,1,1,"-19,55645948","-40,17278435",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2025-04-03,quinta-feira,18:35:00,ES,101,"259,5",SERRA,Velocidade Incompatível,Colisão traseira,Com Vítimas Feridas,Anoitecer,Decrescente,Ignorado,Dupla,Curva,Não,2,0,1,0,1,0,1,2,"-20,14636266","-40,28823607",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-04,sexta-feira,13:45:00,ES,101,"267,1",SERRA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,2,0,1,0,0,1,1,2,"-20,20097028","-40,26926994",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-04,sexta-feira,16:00:00,ES,101,"221,4",IBIRACU,Reação tardia ou ineficiente do condutor,Engavetamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,4,0,1,0,3,0,1,3,"-19,867988","-40,404121",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-04,sexta-feira,16:00:00,ES,101,"268,5",SERRA,Pedestre cruzava a pista fora da faixa,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Múltipla,Reta,Sim,2,0,2,0,0,0,2,2,"-20,21476333","-40,26998833",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-04,sexta-feira,22:30:00,ES,101,"132,5",LINHARES,Transitar na contramão,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,1,1,0,1,2,"-19,35188295","-40,0636685",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2025-04-05,sábado,07:35:00,ES,101,"270,7",SERRA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Curva,Sim,2,0,0,1,1,0,1,2,"-20,23250385","-40,2762961",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-05,sábado,10:13:00,ES,101,297,CARIACICA,Acesso irregular,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Curva;Aclive;Interseção de Vias,Sim,3,0,1,1,1,0,2,2,"-20,345774","-40,410576",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2025-04-05,sábado,19:15:00,ES,259,"61,6",COLATINA,Ingestão de álcool pelo condutor,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta,Não,4,0,2,1,0,1,3,2,"-19,5296775","-40,6925889",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-05,sábado,21:00:00,ES,259,55,COLATINA,Conversão proibida,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Curva,Sim,2,0,1,0,0,1,1,2,"-19,50134934","-40,62826227",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-06,domingo,00:28:00,ES,262,162,IBATIBA,Ultrapassagem Indevida,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Curva,Não,3,0,1,1,0,1,2,2,"-20,2351362","-41,5299927",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2025-04-06,domingo,07:00:00,ES,101,267,SERRA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Garoa/Chuvisco,Múltipla,Reta,Sim,3,0,0,2,1,0,2,2,"-20,205417","-40,269545",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-06,domingo,10:26:00,ES,262,41,DOMINGOS MARTINS,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Aclive;Curva,Não,1,0,0,1,0,0,1,1,"-20,38480015","-40,64425042",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2025-04-06,domingo,10:00:00,ES,101,"150,6",LINHARES,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Interseção de Vias;Declive;Curva,Sim,4,0,2,1,1,0,3,2,"-19,40711212","-40,06402731",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2025-04-06,domingo,13:30:00,ES,101,"268,2",SERRA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,3,0,1,0,2,0,1,2,"-20,0488865","-40,3867121",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-06,domingo,14:30:00,ES,262,87,DOMINGOS MARTINS,Chuva,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Reta,Não,1,0,1,0,0,0,1,1,"-20,39614518","-40,99593094",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2025-04-06,domingo,17:13:00,ES,101,"144,1",LINHARES,Manobra de mudança de faixa,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Múltipla,Reta,Sim,1,0,1,0,0,0,1,1,"-19,35184157","-40,06355524",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2025-04-06,domingo,18:30:00,ES,101,"209,1",IBIRACU,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Reta,Não,4,0,3,0,1,0,3,2,"-19,79174","-40,37139",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-06,domingo,19:36:00,ES,101,18,SAO MATEUS,Ausência de reação do condutor,Eventos atípicos,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Dupla,Reta,Não,1,0,1,0,0,0,1,1,"-18,6489235","-39,8735974",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2025-04-07,segunda-feira,06:45:00,ES,101,336,GUARAPARI,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Decrescente,Chuva,Dupla,Aclive;Reta,Não,2,0,1,0,1,0,1,1,"-20,6635008","-40,6061056",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2025-04-07,segunda-feira,08:20:00,ES,101,"267,6",SERRA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Sim,3,0,1,0,2,0,1,2,"-20,20282998","-40,26916589",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-07,segunda-feira,08:50:00,ES,101,"335,4",GUARAPARI,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Aclive;Curva,Não,2,0,1,0,1,0,1,1,"-20,62941055","-40,53711534",SPRF-ES,DEL03-ES,UOP01-DEL03-ES
2025-04-07,segunda-feira,18:00:00,ES,101,"144,8",LINHARES,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-19,36038489","-40,06439209",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2025-04-08,terça-feira,08:55:00,ES,101,"269,2",SERRA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Múltipla,Reta,Sim,2,0,2,0,0,0,2,2,"-20,22002047","-40,2702665",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-08,terça-feira,17:10:00,ES,101,287,CARIACICA,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-20,25231936","-40,37333965",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2025-04-08,terça-feira,17:50:00,ES,101,"215,8",IBIRACU,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Anoitecer,Crescente,Nublado,Simples,Reta,Não,1,0,1,0,0,0,1,1,"-19,83920833","-40,38316333",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-09,quarta-feira,06:30:00,ES,259,"63,2",COLATINA,Reação tardia ou ineficiente do condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,3,0,1,1,1,0,2,2,"-19,522715","-40,707203",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-09,quarta-feira,07:30:00,ES,262,70,MARECHAL FLORIANO,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva;Aclive,Não,2,0,1,0,1,0,1,2,"-20,415415","-40,867134",SPRF-ES,DEL01-ES,UOP02-DEL01-ES
2025-04-09,quarta-feira,09:20:00,ES,0,0,VITORIA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Sem Vítimas,Pleno dia,Não Informado,Céu Claro,Dupla,Reta,Sim,2,0,0,0,2,0,0,2,"-20,28727685","-40,30412793",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-02,quarta-feira,06:15:00,ES,101,36,CONCEICAO DA BARRA,Desrespeitar a preferência no cruzamento,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-18,45953599","-39,92997939",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2025-04-10,quinta-feira,05:00:00,ES,101,137,LINHARES,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Simples,Reta,Não,1,0,1,0,0,0,1,1,"-19,29994957","-40,08390248",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2025-04-10,quinta-feira,08:00:00,ES,101,"288,5",CARIACICA,Trafegar com motocicleta (ou similar) entre as faixas,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,0,1,1,0,1,2,"-20,2667107","-40,38679177",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2025-04-10,quinta-feira,08:30:00,ES,101,268,SERRA,Pedestre cruzava a pista fora da faixa,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-20,21641","-40,27012",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-10,quinta-feira,13:10:00,ES,101,205,JOAO NEIVA,Ausência de reação do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Sim,1,0,1,0,0,0,1,1,"-19,75707974","-40,37979119",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-10,quinta-feira,16:40:00,ES,101,"159,9",LINHARES,Acessar a via sem observar a presença dos outros veículos,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Reta,Sim,3,0,2,0,1,0,2,2,"-19,47847375","-40,11491778",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2025-04-10,quinta-feira,19:30:00,ES,259,"68,4",COLATINA,Transitar na contramão,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta,Não,2,0,2,0,0,0,2,2,"-19,501626","-40,74465",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-11,sexta-feira,00:01:00,ES,101,145,LINHARES,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Múltipla,Reta,Sim,1,0,1,0,0,0,1,1,"-19,4222704","-40,0779271",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2025-04-11,sexta-feira,04:20:00,ES,262,20,VIANA,Reação tardia ou ineficiente do condutor,Colisão com objeto,Sem Vítimas,Plena Noite,Crescente,Nublado,Simples,Reta;Ponte,Não,2,0,0,0,2,0,0,1,"-20,381129","-40,504147",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2025-04-11,sexta-feira,09:30:00,ES,101,271,SERRA,Ausência de reação do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,1,0,1,0,0,0,1,1,"-20,23030821","-40,28102875",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-11,sexta-feira,11:20:00,ES,101,298,VIANA,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,2,0,1,0,0,1,1,2,"-20,357507","-40,426507",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2025-04-11,sexta-feira,17:05:00,ES,101,"267,7",SERRA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-20,19848","-40,26808",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-11,sexta-feira,20:30:00,ES,393,1,CACHOEIRO DE ITAPEMIRIM,Reação tardia ou ineficiente do condutor,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,1,0,1,2,"-20,83681886","-41,15815938",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2025-04-11,sexta-feira,20:58:00,ES,101,143,LINHARES,Velocidade Incompatível,Colisão transversal,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Múltipla,Reta,Não,2,1,0,0,0,1,0,2,"-19,34286302","-40,06369686",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2025-04-12,sábado,00:45:00,ES,101,395,RIO NOVO DO SUL,Pedestre andava na pista,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Curva,Não,2,0,1,0,0,1,1,2,"-20,865157","-40,917123",SPRF-ES,DEL03-ES,UOP02-DEL03-ES
2025-04-12,sábado,10:39:00,ES,101,"145,6",LINHARES,Ausência de reação do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,"-19,40572083","-40,06166077",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2025-04-12,sábado,12:00:00,ES,101,149,LINHARES,Transitar na contramão,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Interseção de Vias,Sim,2,0,1,1,0,0,2,2,"-19,39710134","-40,06365485",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2025-03-16,domingo,13:05:00,ES,259,82,COLATINA,Ausência de reação do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Ignorado,Simples,Reta,Não,3,0,1,0,0,2,1,3,"-19,51063749","-40,85212469",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-12,sábado,13:20:00,ES,262,"36,9",DOMINGOS MARTINS,Ausência de reação do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Reta,Sim,1,0,1,0,0,0,1,1,"-20,3819927","-40,6147423",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2025-04-13,domingo,10:30:00,ES,259,70,COLATINA,Ausência de reação do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,1,0,1,0,0,0,1,1,"-19,49606621","-40,76092958",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-02-12,quarta-feira,09:10:00,ES,101,219,IBIRACU,Velocidade Incompatível,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,2,0,1,1,0,0,2,1,"-19,86460092","-40,38336629",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-13,domingo,22:07:00,ES,101,"146,8",LINHARES,Conversão proibida,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Interseção de Vias,Sim,7,0,1,0,0,6,1,3,"-19,3812525","-40,0666143",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2025-04-14,segunda-feira,07:07:00,ES,101,66,SAO MATEUS,Pedestre cruzava a pista fora da faixa,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,2,0,0,1,1,0,1,2,"-18,71941778","-39,86773133",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2025-04-14,segunda-feira,11:20:00,ES,101,145,LINHARES,Ausência de reação do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta;Aclive,Sim,2,0,1,0,1,0,1,2,"-19,36091731","-40,06446409",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2025-04-14,segunda-feira,14:40:00,ES,101,"300,8",VIANA,Acumulo de areia ou detritos sobre o pavimento,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Curva,Sim,1,0,1,0,0,0,1,1,"-20,36291413","-40,4376483",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2025-04-14,segunda-feira,16:15:00,ES,101,254,SERRA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Em Obras;Reta,Sim,2,0,1,0,1,0,1,2,"-20,11139198","-40,327034",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-15,terça-feira,07:45:00,ES,101,"142,9",LINHARES,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,2,0,0,0,2,2,"-19,34291313","-40,06376982",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2025-04-15,terça-feira,08:50:00,ES,101,296,CARIACICA,Conversão proibida,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Não,3,0,2,0,1,0,2,2,"-20,34352039","-40,40486097",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2025-04-15,terça-feira,11:40:00,ES,101,141,LINHARES,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,Sim,1,0,1,0,0,0,1,1,"-19,326444","-40,071735",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2025-04-15,terça-feira,19:00:00,ES,101,"66,7",SAO MATEUS,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Dupla,Reta,Sim,2,0,2,0,0,0,2,2,"-18,70935945","-39,8658931",SPRF-ES,DEL04-ES,UOP02-DEL04-ES
2025-02-03,segunda-feira,06:20:00,ES,101,"143,2",LINHARES,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,0,1,1,0,1,2,"-19,34286596","-40,0638568",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2025-04-17,quinta-feira,10:50:00,ES,101,"122,4",LINHARES,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Reta;Declive,Não,4,0,3,0,1,0,3,1,"-19,16405956","-40,08504326",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
2025-04-17,quinta-feira,18:47:00,ES,101,233,SERRA,Velocidade Incompatível,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Garoa/Chuvisco,Dupla,Reta,Não,4,0,1,0,3,0,1,2,"-20,0409088","-40,38656",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-17,quinta-feira,23:00:00,ES,101,"269,7",SERRA,Reação tardia ou ineficiente do condutor,Engavetamento,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Sim,5,0,1,0,4,0,1,3,"-20,224463","-40,270198",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-18,sexta-feira,03:30:00,ES,101,283,CARIACICA,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Múltipla,Reta,Sim,4,0,3,0,1,0,3,1,"-20,2334214","-40,36909103",SPRF-ES,DEL01-ES,UOP01-DEL01-ES
2025-04-18,sexta-feira,09:10:00,ES,101,214,IBIRACU,Ausência de reação do condutor,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Nublado,Simples,Reta,Sim,2,0,0,0,2,0,0,2,"-19,830006","-40,372636",SPRF-ES,DEL02-ES,UOP01-DEL02-ES
2025-04-18,sexta-feira,11:35:00,ES,101,151,LINHARES,Transitar na contramão,Colisão frontal,Sem Vítimas,Pleno dia,Decrescente,Nublado,Simples,Curva,Sim,2,0,0,0,2,0,0,2,"-19,4044895","-40,0609856",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
